{url, genre, HeavyMetal, Rap, Alternative, Pop, Country, Classical, Electronic}
{http://i.stack.imgur.com/bf0Rq.png, Alternative, 0.4009343385696411, 0.461758553981781, 0.5131964683532715, 0.35114187002182007, 0.2914664149284363, 0.5912826061248779, 0.4806351661682129}
{https://s-media-cache-ak0.pinimg.com/736x/af/80/a1/af80a16794d26774b85dbac08fe8bc33.jpg, Alternative, 0.5729756355285645, 0.4907373785972595, 0.7421704530715942, 0.42133283615112305, 0.43353214859962463, 0.6076213121414185, 0.7181838154792786}
{http://f0.bcbits.com/z/98/05/980598093-1.jpg, Alternative, 0.4608810245990753, 0.6900362968444824, 0.6332082152366638, 0.5507064461708069, 0.5111557245254517, 0.5116261839866638, 0.6466676592826843}
{http://3.bp.blogspot.com/-oaHYSpj-3Kc/UNA6kzgijFI/AAAAAAAAANI/ttBGEwy8Oo0/s1600/the%252Bbeatles%252Bcover%252B2.jpg, Alternative, 0.3584369122982025, 0.49100756645202637, 0.44258633255958557, 0.3323211371898651, 0.4241570234298706, 0.5938347578048706, 0.46773290634155273}
{http://ec1.images-amazon.com/images/I/516DZMQ1MGL._AA240_.jpg, Alternative, 0.6094495058059692, 0.3846144378185272, 0.5188586711883545, 0.36839377880096436, 0.4642787575721741, 0.5785351991653442, 0.5033787488937378}
{http://www.altpress.com/images/uploads/feature_header_images/7_circles_album_art.jpg, Alternative, 0.32668337225914, 0.4956616759300232, 0.5707278847694397, 0.3425941467285156, 0.4022519588470459, 0.5092830657958984, 0.5349364876747131}
{http://pitchfork-cdn.s3.amazonaws.com/content/foxygen.jpeg, Alternative, 0.5324283838272095, 0.6044411063194275, 0.7069539427757263, 0.4641915559768677, 0.45223262906074524, 0.6607447862625122, 0.595530092716217}
{http://1.bp.blogspot.com/-lgWYjJX5J0o/T6LolEYJrNI/AAAAAAAAAII/BGeModOgtfY/s1600/1313425649_indie.jpg, Alternative, 0.6128829717636108, 0.3819022476673126, 0.4834590256214142, 0.30396395921707153, 0.2725277543067932, 0.44846266508102417, 0.46133461594581604}
{http://www.israbox.com/uploads/posts/2013-07/1372877002_album-art.jpg, Alternative, 0.5766457319259644, 0.43761488795280457, 0.7144274115562439, 0.35728219151496887, 0.3864183723926544, 0.5954142808914185, 0.6026132702827454}
{https://s-media-cache-ak0.pinimg.com/736x/0d/e9/90/0de99082389ef75ccf020c25c0123c3a.jpg, Alternative, 0.6642162799835205, 0.39986661076545715, 0.5981876254081726, 0.3229929506778717, 0.36058154702186584, 0.5445194244384766, 0.6439948081970215}
{http://1.bp.blogspot.com/-6tD-qKmtrec/UNA4tgq1XaI/AAAAAAAAAL8/zKLW-EXYHQM/s1600/nirvana%252Binside.jpg, Alternative, 0.4849996268749237, 0.5611479878425598, 0.4739689528942108, 0.4962998032569885, 0.5918936729431152, 0.4303663671016693, 0.5114102363586426}
{https://yanjulia.files.wordpress.com/2012/09/album-art-album-cover-album-covers-alison-mosshart-cover-art-the-kills-favim-com-76096.jpg, Alternative, 0.5603029727935791, 0.581226646900177, 0.631935179233551, 0.4615815579891205, 0.4239584505558014, 0.5724468231201172, 0.6303060054779053}
{http://pitchfork-cdn.s3.amazonaws.com/content/bleached.jpeg, Alternative, 0.5038556456565857, 0.5579983592033386, 0.643246591091156, 0.4491061568260193, 0.4526881277561188, 0.6907946467399597, 0.6223141551017761}
{https://upload.wikimedia.org/wikipedia/en/c/c5/Tool_aenima_cover_dedication_to_hicks.jpg, Alternative, 0.5854557156562805, 0.4857446551322937, 0.47981491684913635, 0.45081284642219543, 0.6114875078201294, 0.6617872714996338, 0.5152772068977356}
{https://s-media-cache-ak0.pinimg.com/236x/7c/61/06/7c6106235c658517fa9a2d8c0878eeb0.jpg, Alternative, 0.4123547375202179, 0.4459465742111206, 0.5649827718734741, 0.27527496218681335, 0.3801862597465515, 0.4960204064846039, 0.46716567873954773}
{http://funkyimg.com/u2/270/764/cotton-jones-paranoid-cocoon-cd-cover-album-art.jpg, Alternative, 0.5808408260345459, 0.5017015933990479, 0.5041795372962952, 0.3851318657398224, 0.396403044462204, 0.5085031390190125, 0.5684933662414551}
{http://mp3andlosslessmusic.com/wp-content/uploads/2011/02/wpid-Joan_As_Police_Woman_2009_Cover_Collection_.jpg, Alternative, 0.29859164357185364, 0.4003780484199524, 0.42675501108169556, 0.41166257858276367, 0.4043905436992645, 0.480773001909256, 0.3808203339576721}
{https://lh3.googleusercontent.com/-slJ4LOJ-zkQ/VW8IcT9uIBI/AAAAAAAANok/ZKD0ZYQQWa0/s500/mqa.jpg, Alternative, 0.7763505578041077, 0.6288241147994995, 0.6508258581161499, 0.6660879850387573, 0.6787272095680237, 0.7335172295570374, 0.7034782767295837}
{https://s-media-cache-ak0.pinimg.com/236x/e9/6b/0d/e96b0ddf71b7c802fae4eb00a4433ee3.jpg, Alternative, 0.34515106678009033, 0.300132155418396, 0.5077464580535889, 0.23639054596424103, 0.30550140142440796, 0.3886156976222992, 0.3860013782978058}
{http://musicaparaepigrafes.files.wordpress.com/2009/06/dinosaur-jr-farm-album-art1.jpg, Alternative, 0.7492379546165466, 0.453677237033844, 0.6829352974891663, 0.33627572655677795, 0.4355029761791229, 0.6878208518028259, 0.519673764705658}
{http://www.itunesextractor.com/wp-content/uploads/2015/01/tunesgo.png, Alternative, 0.34184813499450684, 0.4085592031478882, 0.5653861165046692, 0.34702497720718384, 0.26700422167778015, 0.5956220626831055, 0.5383740663528442}
{http://how-to-get-album-artwork-on-itunes.newgenresoft.com/screenshots2.jpg, Alternative, 0.3670722246170044, 0.4424475431442261, 0.5512258410453796, 0.34320712089538574, 0.2772597074508667, 0.6378222703933716, 0.5122196078300476}
{https://merrymuzak.files.wordpress.com/2014/08/young-the-giant-mind-over-matter-album-cover.jpg, Alternative, 0.2762741446495056, 0.45017027854919434, 0.5314756631851196, 0.5301748514175415, 0.4267164170742035, 0.4468619227409363, 0.5279340147972107}
{http://40.media.tumblr.com/3d5e8e82c6f7768b4bd55a99f617c6b4/tumblr_nmysflUbG41utojn5o1_500.jpg, Alternative, 0.18707826733589172, 0.23358356952667236, 0.3993372321128845, 0.2386016547679901, 0.2976054549217224, 0.2953060567378998, 0.3509012758731842}
{http://www.israbox.com/uploads/posts/2014-04/1397320676_va_incoverswetrust19.jpg, Alternative, 0.42115476727485657, 0.46404463052749634, 0.5113773941993713, 0.2903475761413574, 0.2795204818248749, 0.4591299891471863, 0.43646374344825745}
{https://yuq.me/users/19/669/V5oLUEmyRe.png, Alternative, 0.5976675152778625, 0.6330335736274719, 0.794131875038147, 0.5071755647659302, 0.5023227334022522, 0.6658650636672974, 0.7191508412361145}
{http://creamusic.net/uploads/posts/2013-04/1366885003_1366883213_cover-font.jpg, Alternative, 0.4856269359588623, 0.5824242830276489, 0.6042394638061523, 0.6746379137039185, 0.5858201384544373, 0.6439455151557922, 0.6622459292411804}
{https://s-media-cache-ak0.pinimg.com/236x/c2/cf/ef/c2cfefb9f151a8506028830cce7dce18.jpg, Alternative, 0.3966914117336273, 0.3402138352394104, 0.4750228524208069, 0.27712687849998474, 0.40144583582878113, 0.4559740424156189, 0.4396170973777771}
{http://i.dailymail.co.uk/i/pix/2012/06/25/article-2164259-13C63A41000005DC-235_304x282.jpg, Alternative, 0.5319525599479675, 0.3480711579322815, 0.43227893114089966, 0.24889767169952393, 0.33228009939193726, 0.4000754654407501, 0.36135587096214294}
{http://williamsbloodyhell.com/prize90s.jpg, Alternative, 0.30841439962387085, 0.4577440321445465, 0.49061569571495056, 0.4718415141105652, 0.4949825704097748, 0.4389449656009674, 0.42420899868011475}
{http://cps-static.rovicorp.com/3/JPG_250/MI0001/888/MI0001888521.jpg, Alternative, 0.4266771674156189, 0.5065252184867859, 0.7709326148033142, 0.416818231344223, 0.38405734300613403, 0.5743430256843567, 0.6796371936798096}
{http://elizbriss.files.wordpress.com/2011/02/radiohead-king-of-limbs-album-cover-300x300.jpg, Alternative, 0.64467453956604, 0.43491268157958984, 0.5266005396842957, 0.3468934893608093, 0.38600853085517883, 0.560358464717865, 0.48809245228767395}
